Event.Id,Investigation.Type,Accident.Number,Event.Date,Location,Country,Latitude,Longitude,Airport.Code,Airport.Name,Injury.Severity,Aircraft.damage,Aircraft.Category,Registration.Number,Make,Model,Amateur.Built,Number.of.Engines,Engine.Type,FAR.Description,Schedule,Purpose.of.flight,Air.carrier,Total.Fatal.Injuries,Total.Serious.Injuries,Total.Minor.Injuries,Total.Uninjured,Weather.Condition,Broad.phase.of.flight,Report.Status,Publication.Date
20001213X33924,Accident,LAX86LA264,22/06/1986,"COLUMBIA, CA",United States,,,22,COLUMBIA,Non-Fatal,Substantial,,N21677,Piper,J-3,No,1,Reciprocating,,,Personal,,0,0,0,2,VMC,Landing,Probable Cause,
20001213X33922,Accident,LAX86LA262,22/06/1986,"FLAGSTAFF, AZ",United States,,,FLC,PULLIAM,Non-Fatal,Substantial,,N7860L,Beech,95-C55,No,2,Reciprocating,,,Business,,0,0,0,2,VMC,Landing,Probable Cause,10/03/1988
20001213X33921,Accident,LAX86LA261,22/06/1986,"SANTA PAULA, CA",United States,,,SZP,SANTA PAULA,Non-Fatal,Substantial,,N63437,Cessna,150M,No,1,Reciprocating,,,Instructional,,0,0,0,1,VMC,Landing,Probable Cause,
20001213X33847,Accident,DEN86LA173,22/06/1986,"KIM, CO",United States,,,,,Non-Fatal,Substantial,,N9544R,Beech,K35,No,1,Reciprocating,,,Personal,,0,0,0,1,VMC,Descent,Probable Cause,
20001213X33846,Accident,DEN86LA172,22/06/1986,"RONAN, MT",United States,,,,,Non-Fatal,Substantial,,N61999,Cessna,180K,No,1,Reciprocating,,,Personal,,0,0,0,4,VMC,Takeoff,Probable Cause,
20001213X33845,Accident,DEN86LA171,22/06/1986,"COPE, CO",United States,,,,,Non-Fatal,Substantial,,N7723Z,Piper,PA-25-235,No,1,Reciprocating,,UNK,Aerial Application,,0,0,1,0,VMC,Maneuvering,Probable Cause,
20001213X33923,Accident,LAX86LA263,22/06/1986,"TRUCKEE, CA",United States,,,TRK,TRUCKEE-TAHOE,Non-Fatal,Substantial,,N29936,North American,AT-6D,No,1,Reciprocating,,,Unknown,,0,0,0,2,VMC,Takeoff,Probable Cause,10/03/1988
20001213X33738,Accident,ANC86LA086,22/06/1986,"BULCHITNA LAKE, AK",United States,,,,,Non-Fatal,Substantial,,N67686,De Havilland,DHC-2,No,1,Reciprocating,,NSCH,Unknown,,0,0,0,7,VMC,Taxi,Probable Cause,
20001213X34004,Accident,NYC86LA157,23/06/1986,"BALLY, PA",United States,,,7N8,BUTLER VALLEY,Non-Fatal,Destroyed,,N5592U,Piper,PA-28-140,No,1,Reciprocating,,,Personal,,0,0,2,0,VMC,Landing,Probable Cause,
20001213X33985,Accident,NYC86FA158,23/06/1986,"BRADFORD, PA",United States,,,BFD,BRADFORD,Fatal(1),Destroyed,,N4445D,Beech,V35B,No,1,Reciprocating,,UNK,Personal,,1,0,0,0,IMC,Descent,Probable Cause,
20001213X33886,Accident,FTW86LA120A,23/06/1986,"OKLAHOMA CITY, OK",United States,,,OKC,WILL ROGERS WORLD,Non-Fatal,Minor,,N2001C,Beech,E18S,No,2,Reciprocating,,NSCH,Unknown,Springdale Air Service,0,0,0,3,VMC,Taxi,Probable Cause,
20001213X33860,Accident,FTW86FPA23,23/06/1986,"MALONE, TX",United States,,,,,Fatal(1),Destroyed,,N9737J,Cessna,A188B,No,1,Reciprocating,,UNK,Aerial Application,,1,0,0,0,VMC,Maneuvering,Probable Cause,
20001213X33800,Accident,CHI86FET02,23/06/1986,"SYRACUSE, IN",United States,,,,,Fatal(1),Destroyed,,N8226W,Piper,PA-28-180,No,1,Reciprocating,,,Personal,,1,0,0,0,VMC,Maneuvering,Probable Cause,
20001213X34003,Accident,NYC86LA156,23/06/1986,"TOMS RIVER, NJ",United States,,,N44,MILLER AIRPARK,Non-Fatal,Substantial,,N6006S,Beech,B-60,No,2,Reciprocating,,,Personal,,0,0,0,3,VMC,Cruise,Probable Cause,
20001213X33968,Accident,MKC86FCD02,23/06/1986,"SLOAN, IA",United States,,,PRIV,SLOAN,Non-Fatal,Substantial,,N243T,Piper,PA18,No,1,Reciprocating,,,Personal,,0,1,0,0,VMC,Descent,Probable Cause,
20001213X33926,Accident,LAX86LA266,23/06/1986,"PLANADA, CA",United States,,,,,Non-Fatal,Substantial,,N3220H,Ercoupe (eng & Research Corp.),415-C,No,1,Reciprocating,,,Ferry,,0,0,1,1,VMC,Cruise,Probable Cause,
20001213X33925,Accident,LAX86LA265,23/06/1986,"PRESCOTT, AZ",United States,,,PRC,ERNEST A LOVE FIELD,Non-Fatal,Substantial,,N704KZ,Cessna,150M,No,1,Reciprocating,,,Instructional,,0,0,0,1,VMC,Landing,Probable Cause,10/03/1988
20001213X33891,Accident,FTW86LRD20,23/06/1986,"MARKSVILLE, LA",United States,,,,,Non-Fatal,Substantial,,N7321Z,Piper,PA-25-235,No,1,Reciprocating,,UNK,Aerial Application,,0,1,0,0,VMC,Maneuvering,Probable Cause,
20001213X33887,Accident,FTW86LA121,23/06/1986,"GEORGETOWN, TX",United States,,,T04,GEORGETOWN,Non-Fatal,Substantial,,N3737K,Piper,PA-28-140,No,1,Reciprocating,,,Instructional,,0,0,0,3,VMC,Landing,Probable Cause,
20001213X33854,Accident,DEN86LA192,23/06/1986,"PROVO, UT",United States,,,PVU,PROVO MUNICIPAL,Non-Fatal,Substantial,,N2465B,Piper,PA-38,No,1,Reciprocating,,,Instructional,,0,0,0,2,VMC,Landing,Probable Cause,
20001213X33886,Accident,FTW86LA120B,23/06/1986,"OKLAHOMA CITY, OK",United States,,,OKC,WILL ROGERS WORLD,Non-Fatal,Substantial,,N516SS,Swearingen,SA226TC,No,2,Turbo Prop,,NSCH,Unknown,Martinaire,0,0,0,3,VMC,Taxi,Probable Cause,
20001213X33785,Accident,BFO86FIA01,24/06/1986,"BRANDYWINE, MD",United States,,,,"ANDREWS AFB, MD",Non-Fatal,Destroyed,,N9628L,Grumman,AA1B,No,1,Reciprocating,,,Personal,,0,0,1,0,IMC,Approach,Probable Cause,
20001213X33982,Accident,MKC86LA141,24/06/1986,"SILOAM SPRINGS, AR",United States,,,SLG,SMITH FIELD,Non-Fatal,Substantial,,N2367G,Cessna,182,No,1,Reciprocating,,,Personal,,0,0,0,1,VMC,Landing,Probable Cause,
20001213X33954,Accident,MIA86LA190,24/06/1986,"VALLEY PARK, MS",United States,,,,,Non-Fatal,Substantial,,N8946Q,Aero Commander,S2R,No,1,Reciprocating,,UNK,Aerial Application,,0,0,0,1,VMC,Takeoff,Probable Cause,
20001213X33889,Accident,FTW86LRD15,24/06/1986,"CHURCH POINT, LA",United States,,,,,Non-Fatal,Substantial,,N48585,Grumman,G-164B,No,1,Reciprocating,,UNK,Aerial Application,,0,0,0,1,VMC,Takeoff,Probable Cause,
20001213X33848,Accident,DEN86LA174,24/06/1986,"LA MOURE, ND",United States,,,,,Non-Fatal,Substantial,,N6838Q,Schweizer,G-164A,No,1,Reciprocating,,UNK,Aerial Application,,0,0,0,1,VMC,Maneuvering,Probable Cause,
20001213X33936,Incident,LAX86MA275,24/06/1986,PACIFIC OCEAN,PACIFIC OCEAN,,,,,Incident,,,N4718U,Boeing,747-122,No,4,Turbo Fan,,SCHD,Unknown,,0,0,0,436,VMC,Cruise,Probable Cause,
20001213X34033,Accident,SEA86LA152,25/06/1986,"CALDWELL, ID",United States,,,U35,CALDWELL INDUSTRIAL,Non-Fatal,Destroyed,,N4973X,Rockwell,S2R,No,1,Reciprocating,,UNK,Aerial Application,,0,0,0,1,VMC,Takeoff,Probable Cause,
20001213X33753,Accident,ATL86FEI07,25/06/1986,"LISBON, OH",United States,,,,,Fatal(1),Minor,,N984B,Bell,47G2,No,1,Reciprocating,,UNK,Aerial Application,,1,0,0,1,VMC,Standing,Probable Cause,
20001213X33979,Accident,MKC86LA133,25/06/1986,"WATHENA, KS",United States,,,,,Non-Fatal,Substantial,,CGSMS,Piper,PA-28RT-201T,No,1,Reciprocating,,,Personal,,0,0,0,1,VMC,Cruise,Probable Cause,
20001213X33955,Accident,MIA86LA191,25/06/1986,"FT LAUDERDALE, FL",United States,,,FLL,FT. LAUDERDALE INT'L,Non-Fatal,Substantial,,N313RM,Beech,76,No,2,Reciprocating,,,Personal,,0,2,0,0,VMC,Takeoff,Probable Cause,
20001213X33928,Accident,LAX86LA269,25/06/1986,"SCOTTSDALE, AZ",United States,,,SDL,SCOTTSDALE MUNI,Non-Fatal,Substantial,,N5420M,Beech,B-19,No,1,Reciprocating,,,Instructional,,0,0,0,1,VMC,Go-around,Probable Cause,
20001213X33752,Accident,ATL86FA182,25/06/1986,"LAWRENCEVILLE, GA",United States,,,17A,GWINETTE CO.,Non-Fatal,Substantial,,N4825P,Cessna,P210N,No,1,Reciprocating,,,Business,,0,0,3,0,VMC,Cruise,Probable Cause,
20001213X33739,Accident,ANC86LA087,25/06/1986,"BARROW, AK",United States,,,BRW,WILEY POST/WILL ROGERS,Non-Fatal,Substantial,,N68396,Cessna,305/L-19,No,1,Reciprocating,,,Instructional,,0,0,0,2,VMC,Landing,Probable Cause,
20001213X34015,Accident,NYC86LA173,25/06/1986,"NEW YORK, NY",United States,,,,,Non-Fatal,Substantial,,N149Q,Enstrom,F-28A,No,1,Reciprocating,,NSCH,Unknown,,0,0,0,2,VMC,Landing,Probable Cause,
20001213X34034,Accident,SEA86LA153,26/06/1986,"PULLMAN, WA",United States,,,,STALEY AIRSTRIP,Non-Fatal,Destroyed,,N6490Z,Piper,PA-25-235,No,1,Reciprocating,,UNK,Aerial Application,,0,0,1,0,VMC,Maneuvering,Probable Cause,
20001213X33778,Accident,ATL86LA184,26/06/1986,"LITTLE RIVER, SC",United States,,,5J8,CYPRESS BAY,Non-Fatal,Destroyed,,N302BG,Burkhart Grob,G-103A,No,0,Unknown,,,Personal,,0,0,0,2,VMC,Takeoff,Probable Cause,
20001213X33981,Accident,MKC86LA135,26/06/1986,"MAMMOTH SPRING, AR",United States,,,,,Non-Fatal,Substantial,,N44767,Piper,PA-28R-200,No,1,Reciprocating,,,Personal,,0,0,0,3,VMC,Cruise,Probable Cause,
20001213X33980,Accident,MKC86LA134,26/06/1986,"WELLMAN, IA",United States,,,,,Non-Fatal,Substantial,,N48532,Grumman,G-164B,No,1,Reciprocating,,UNK,Aerial Application,,0,0,1,0,VMC,Maneuvering,Probable Cause,
20001213X33956,Accident,MIA86LA192,26/06/1986,"PENSACOLA, FL",United States,,,82J,FERGUSON,Non-Fatal,Substantial,,N733ML,Cessna,172N,No,1,Reciprocating,,,Personal,,0,0,0,2,VMC,Landing,Probable Cause,
20001213X33940,Accident,MIA86FLT01,26/06/1986,"WAYNESBORO, MS",United States,,,,,Non-Fatal,Substantial,,N6009,Amateur Built,EENIE TWO,Yes,1,Reciprocating,,,Personal,,0,1,0,0,VMC,Maneuvering,Probable Cause,
20001213X33777,Accident,ATL86LA183,26/06/1986,"MEMPHIS, TN",United States,,,,,Non-Fatal,Substantial,,N24847,Cessna,152,No,1,Reciprocating,,,Personal,,0,0,2,0,VMC,Cruise,Probable Cause,
20001213X34035,Accident,SEA86LA154,27/06/1986,"BOISE, ID",United States,,,,,Fatal(1),Destroyed,,N9779G,Cessna,A188B,No,1,Reciprocating,,,Other Work Use,,1,0,0,0,VMC,Maneuvering,Probable Cause,
20001213X33824,Accident,DEN86FA175,27/06/1986,"BUFFALO, WY",United States,,,BYG,JOHNSON COUNTY,Fatal(3),Destroyed,,N40443,Martin Company,404,No,2,Reciprocating,,UNK,Aerial Application,,3,0,0,0,VMC,Takeoff,Probable Cause,
20001213X34005,Accident,NYC86LA159,27/06/1986,"DANBURY, CT",United States,,,DXR,DANBURY,Non-Fatal,Substantial,,N6150Q,Cessna,152,No,1,Reciprocating,,,Personal,,0,0,0,1,VMC,Takeoff,Probable Cause,
20001213X33983,Accident,MKC86LA146,27/06/1986,"LAKE OZARK, MO",United States,,,AIZ,LEE C. FINE MEMORIAL,Non-Fatal,Substantial,,N9571C,Cessna,T303,No,2,Reciprocating,,,Executive/corporate,,0,0,0,3,VMC,Taxi,Probable Cause,
20001213X33927,Accident,LAX86LA267,27/06/1986,"MAMMOTH, CA",United States,,,MMH,MAMMOTH-JUNE LAKES,Non-Fatal,Substantial,,N7687B,Bellanca,14-19-2,No,1,Reciprocating,,,Personal,,0,0,0,4,VMC,Landing,Probable Cause,
20001213X33894,Accident,FTW86LRG28,27/06/1986,"TEMPLE, TX",United States,,,,,Non-Fatal,Substantial,,N8245G,Cessna,A188B,No,1,Reciprocating,,UNK,Aerial Application,,0,0,0,1,VMC,Takeoff,Probable Cause,10/03/1988
20001213X33893,Accident,FTW86LRG27,27/06/1986,"TIVOLI, TX",United States,,,,,Non-Fatal,Substantial,,N8905Q,Ayres,S2R-600,No,1,Reciprocating,,UNK,Aerial Application,,0,0,0,1,VMC,Maneuvering,Probable Cause,10/03/1988
20001213X33888,Accident,FTW86LPJ10,27/06/1986,"HOOKER, OK",United States,,,,PRIVATE,Non-Fatal,Substantial,,N788Y,Grumman,G-164,No,1,Reciprocating,,UNK,Aerial Application,,0,0,0,1,VMC,Landing,Probable Cause,
20001213X33849,Accident,DEN86LA176,27/06/1986,"KIMBALL, SD",United States,,,,,Non-Fatal,Substantial,,N2507J,Cessna,T188,No,1,Reciprocating,,UNK,Aerial Application,,0,0,0,1,VMC,Maneuvering,Probable Cause,
20001213X33816,Accident,CHI86LA237,27/06/1986,"PERU, IL",United States,,,,HAMER,Non-Fatal,Substantial,,N70JJ,Pitts,S2A,No,1,Reciprocating,,,Personal,,0,0,0,1,VMC,Landing,Probable Cause,
20001213X33779,Accident,ATL86LA185,27/06/1986,"COLUMBUS, GA",United States,,,CSG,COLUMBUS,Non-Fatal,Substantial,,N57308,Piper,PA-34-200,No,2,Reciprocating,,,Personal,,0,0,0,6,VMC,Landing,Probable Cause,
20001213X33742,Accident,ANC86LA091,27/06/1986,"TYONEK, AK",United States,,,,,Non-Fatal,Substantial,,N9033A,Cessna,170A,No,1,Reciprocating,,,Personal,,0,0,0,3,VMC,Landing,Probable Cause,
20001213X34007,Accident,NYC86LA161,28/06/1986,"SOUTH SUTTON, NH",United States,,,,JOLLY FARM,Non-Fatal,Destroyed,,N5474E,Alon,A2,No,1,Reciprocating,,,Personal,,0,0,1,0,VMC,Approach,Probable Cause,
20001213X33966,Accident,MKC86FA139,28/06/1986,"HARTFORD, AR",United States,,,,,Fatal(4),Destroyed,,N3328F,Cessna,182J,No,1,Reciprocating,,,Personal,,4,0,0,0,IMC,Cruise,Probable Cause,
20001213X33852,Accident,DEN86LA179,28/06/1986,"FORT LUPTON, CO",United States,,,,,Non-Fatal,Destroyed,,N757KB,Cessna,152,No,1,Reciprocating,,,Personal,,0,0,0,2,VMC,Cruise,Probable Cause,
20001213X33825,Accident,DEN86FA181,28/06/1986,"TOWNSEND, MT",United States,,,,,Fatal(1),Destroyed,,N100WX,Piper,PA-28-236,No,1,Reciprocating,,,Personal,,1,0,0,0,VMC,Cruise,Probable Cause,25/03/1988
20001213X33743,Accident,ANC86LA093,28/06/1986,"TOLSONA LAKE, AK",United States,,,AK58,TOLSONA LAKE,Non-Fatal,Destroyed,,N6910K,Piper,PA-20,No,1,Reciprocating,,,Personal,,0,0,0,4,VMC,Takeoff,Probable Cause,
20001213X34036,Accident,SEA86LA156,28/06/1986,"DURKEE, OR",United States,,,,,Non-Fatal,Substantial,,N4835Q,Cessna,188,No,1,Reciprocating,,UNK,Positioning,,0,0,0,1,VMC,Cruise,Probable Cause,
20001213X34012,Accident,NYC86LA168,28/06/1986,"MOULTONBORO, NH",United States,,,,,Non-Fatal,Substantial,,N1068Y,Bell,206B III,No,1,Turbo Shaft,,UNK,Other Work Use,,0,0,0,1,VMC,Descent,Probable Cause,25/04/1988
20001213X34010,Accident,NYC86LA164,28/06/1986,"MARSTONS MILLS, MA",United States,,,2B1,CAPE COD,Non-Fatal,Substantial,,N3625Q,Beech,A23-19,No,1,Reciprocating,,,Personal,,0,0,0,1,VMC,Takeoff,Probable Cause,
20001213X34009,Accident,NYC86LA163,28/06/1986,"OXFORD, MA",United States,,,MA08,OXFORD,Non-Fatal,Substantial,,N757JC,Cessna,152,No,1,Reciprocating,,,Personal,,0,0,0,1,VMC,Landing,Probable Cause,
20001213X33958,Accident,MIA86LA194,28/06/1986,"OPA LOCKA, FL",United States,,,OPF,OPALOCKA,Non-Fatal,Substantial,,N714MT,Cessna,150M,No,1,Reciprocating,,,Instructional,,0,0,1,1,VMC,Takeoff,Probable Cause,
20001213X33957,Accident,MIA86LA193,28/06/1986,"DELAND, FL",United States,,,93FL,PINE LAKES,Non-Fatal,Substantial,,N80273,Culver,V,No,1,Reciprocating,,,Personal,,0,0,1,0,VMC,Approach,Probable Cause,
20001213X33932,Accident,LAX86LA273,28/06/1986,"WARNER SPRINGS, CA",United States,,,CL35,WARNER SPRINGS,Non-Fatal,Substantial,,N5LR,Schleicher,ASW-19,No,,Unknown,,,Personal,,0,0,0,1,VMC,Takeoff,Probable Cause,
20001213X33930,Accident,LAX86LA271,28/06/1986,"UPLAND, CA",United States,,,CCB,CABLE,Non-Fatal,Substantial,,N17278,Piper,PA-23-160,No,2,Reciprocating,,,Instructional,,0,0,0,1,VMC,Landing,Probable Cause,
20001213X33853,Accident,DEN86LA180,28/06/1986,"ROUNDUP, MT",United States,,,RPX,ROUNDUP AIRPORT,Non-Fatal,Substantial,,N159MK,Mathew M. Kerr,STARDUSTER TOO,Yes,1,Reciprocating,,,Personal,,0,0,0,2,VMC,Landing,Probable Cause,
20001213X33851,Accident,DEN86LA178,28/06/1986,"JOLIET, MT",United States,,,,,Non-Fatal,Substantial,,N2BC,Cessna,182F,No,1,Reciprocating,,,Personal,,0,0,0,1,VMC,Landing,Probable Cause,
20001213X33850,Accident,DEN86LA177,28/06/1986,"SHERIDAN, WY",United States,,,,76 RANCH,Non-Fatal,Substantial,,N9099M,Cessna,182P,No,1,Reciprocating,,,Business,,0,0,0,1,VMC,Landing,Probable Cause,
20001213X33815,Accident,CHI86LA163,28/06/1986,"TERRE HAUTE, IN",United States,,,3I3,SKY KING,Non-Fatal,Substantial,,N29CP,Beech,58,No,2,Reciprocating,,,Positioning,,0,0,0,1,VMC,Landing,Probable Cause,
20001213X33721,Accident,ANC86FA092,28/06/1986,"ANCHORAGE, AK",United States,,,MRI,MERRILL FIELD,Non-Fatal,Substantial,,N180SR,Cessna,180H,No,1,Reciprocating,,,Personal,,0,0,0,4,VMC,Landing,Probable Cause,
20001213X33986,Accident,NYC86FHA03,28/06/1986,"AVOCA, PA",United States,,,AVP,WILKES-BARRE/SCRANTON,Non-Fatal,Substantial,,N83TJ,Thomas,PITTS S-1T,Yes,1,Reciprocating,,,Unknown,,0,0,0,1,VMC,Maneuvering,Probable Cause,
20001213X33813,Accident,CHI86LA161,29/06/1986,"LAKE GEORGE, MN",United States,,,,,Non-Fatal,Destroyed,,N13363,Taylorcraft,BC-12D,No,1,Reciprocating,,,Personal,,0,1,0,0,VMC,Takeoff,Probable Cause,
20001213X34013,Accident,NYC86LA169,29/06/1986,"ENDICOTT, NY",United States,,,N17,TRI CITIES,Non-Fatal,Substantial,,N55149,Piper,PA-28-140,No,1,Reciprocating,,,Instructional,,0,0,0,1,VMC,Landing,Probable Cause,
20001213X34011,Accident,NYC86LA165,29/06/1986,"HAMMONDSPORT, NY",United States,,,,PLEASANT VALLEY,Non-Fatal,Substantial,,N4067U,Cessna,150E,No,1,Reciprocating,,,Personal,,0,0,0,2,VMC,Approach,Probable Cause,
20001213X34006,Accident,NYC86LA160,29/06/1986,"LEHIGHTON, PA",United States,,,,,Non-Fatal,Substantial,,N1042C,Hiller,12C,No,1,Reciprocating,,,Personal,,0,0,0,2,VMC,Cruise,Probable Cause,25/04/1988
20001213X33963,Accident,MIA86LA259,29/06/1986,"TITUSVILLE, FL",United States,,,X21,ARTHUR DUNN,Non-Fatal,Substantial,,N6561B,Mooney,M20A,No,1,Reciprocating,,,Personal,,0,0,2,0,VMC,Landing,Probable Cause,
20001213X33962,Accident,MIA86LA232,29/06/1986,"OCALA, FL",United States,,,OCF,OKALA MUNICIPAL,Non-Fatal,Substantial,,N6824V,Mooney,M20C,No,1,Reciprocating,,,Personal,,0,0,0,2,VMC,Landing,Probable Cause,
20001213X33960,Accident,MIA86LA196,29/06/1986,"DAYTONA BEACH, FL",United States,,,44J,SPRUCE CREEK,Non-Fatal,Substantial,,N62074,Piper,J5C,No,1,Reciprocating,,,Personal,,0,0,0,2,VMC,Landing,Probable Cause,
20001213X33959,Accident,MIA86LA195,29/06/1986,"POMPANO BEACH, FL",United States,,,PMP,POMPANO AIRPARK,Non-Fatal,Substantial,,N5021M,Beech,C23,No,1,Reciprocating,,,Personal,,0,0,0,2,VMC,Landing,Probable Cause,
20001213X33934,Accident,LAX86LA301,29/06/1986,"PLEASANT GROVE, CA",United States,,,67Q,,Non-Fatal,Substantial,,N3627K,Piper,J3C-65,No,1,Reciprocating,,,Personal,,0,0,0,1,VMC,Landing,Probable Cause,
20001213X33931,Accident,LAX86LA272,29/06/1986,"HESPERIA, CA",United States,,,L26,HESPERIA AIR LODGE,Non-Fatal,Substantial,,N8729S,Cessna,150,No,1,Reciprocating,,,Personal,,0,0,0,2,VMC,Cruise,Probable Cause,10/03/1988
20001213X33814,Accident,CHI86LA162,29/06/1986,"INT'L FALLS, MN",United States,,,RLA,,Non-Fatal,Substantial,,N19528,Cessna,150L,No,1,Reciprocating,,,Personal,,0,0,1,0,VMC,Approach,Probable Cause,
20001213X33744,Accident,ANC86LA094,29/06/1986,"EUREKA, AK",United States,,,Z37,EUREKA,Non-Fatal,Substantial,,N9001M,Cessna,180H,No,1,Reciprocating,,,Personal,,0,0,0,2,VMC,Landing,Probable Cause,
20001213X34037,Accident,SEA86LA158,30/06/1986,"JORDAN VALLEY, OR",United States,,,,,Fatal(1),Destroyed,,N4013D,Ayres,S2RT34,No,1,Turbo Prop,,,Personal,,1,0,0,0,VMC,Maneuvering,Probable Cause,
20001213X33864,Accident,FTW86FRD17,30/06/1986,"RAYVILLE, LA",United States,,,M79,RAYVILLE,Non-Fatal,Destroyed,,N964X,Grumman,G-164,No,1,Reciprocating,,UNK,Aerial Application,,0,0,1,0,VMC,Takeoff,Probable Cause,
20001213X33780,Accident,ATL86LA186,30/06/1986,"ROBBINSVILLE, NC",United States,,,,,Non-Fatal,Destroyed,,N8153C,Piper,PA-28RT-201,No,1,Reciprocating,,,Personal,,0,4,0,0,VMC,Go-around,Probable Cause,
20001213X34008,Accident,NYC86LA162,30/06/1986,"WELLSBORO, PA",United States,,,N38,GRAND CANYON STATE,Non-Fatal,Substantial,,N8299N,Piper,PA-28-140,No,1,Reciprocating,,,Personal,,0,0,0,3,VMC,Landing,Probable Cause,
20001213X33933,Accident,LAX86LA274,30/06/1986,"UKIAH, CA",United States,,,UKI,UKIAH,Non-Fatal,Substantial,,N2406J,Piper,PA-18-150,No,1,Reciprocating,,,Business,,0,0,0,2,VMC,Takeoff,Probable Cause,
20001213X33905,Accident,LAX86FVA10,30/06/1986,"LE GRAND, CA",United States,,,,,Non-Fatal,Substantial,,N64789,Bell,UH-1B,No,1,Turbo Shaft,,UNK,Aerial Application,,0,1,0,0,VMC,Takeoff,Probable Cause,03/02/1988
20001213X33788,Accident,BFO86FID09,30/06/1986,"MONTPELIER STA., VA",United States,,,,,Non-Fatal,Substantial,,N75006,Piper,PA-28R-200,No,1,Reciprocating,,,Personal,,0,0,0,2,VMC,Cruise,Probable Cause,
20001213X33745,Accident,ANC86LA096,30/06/1986,"ALEXANDER CREEK, AK",United States,,,,,Non-Fatal,Substantial,,N2806C,Cessna,170B,No,1,Reciprocating,,,Personal,,0,0,1,0,VMC,Landing,Probable Cause,
20001213X34324,Accident,SEA86LA161,01/07/1986,"OTHELLO, WA",United States,,,,,Non-Fatal,Destroyed,,N9574J,Cessna,T-188-C,No,1,Reciprocating,,UNK,Aerial Application,,0,0,0,1,VMC,Maneuvering,Probable Cause,
20001213X34322,Accident,SEA86LA159,01/07/1986,"REXBURG, ID",United States,,,,,Non-Fatal,Destroyed,,N9621P,Piper,PA-25-260,No,1,Reciprocating,,,Aerial Application,,0,0,1,0,VMC,Maneuvering,Probable Cause,
20001213X34293,Accident,NYC86FHD01,01/07/1986,"LAKEHURST, NJ",United States,,,KNEL,LAKEHURST NAEC,Fatal(1),Destroyed,,N1897Z,Piasecki Acft. Corp.,HELISTAT 97-34J,No,4,Reciprocating,,,Unknown,,1,3,1,0,VMC,Taxi,Probable Cause,
20001213X34091,Accident,BFO86FA038,01/07/1986,"LYNCHBURG, VA",United States,,,LYH,LYNCHBURG MUNICIPAL,Fatal(4),Destroyed,,N133P,Beech,95-B 55,No,2,Reciprocating,,,Personal,,4,0,0,0,IMC,Approach,Probable Cause,25/04/1988
20001213X34299,Accident,NYC86LA167,01/07/1986,"LAKEWOOD, NJ",United States,,,N12,LAKEWOOD,Non-Fatal,Substantial,,N5186X,Champion,7GCAA,No,1,Reciprocating,,,Personal,,0,0,0,2,VMC,Landing,Probable Cause,
20001213X34298,Accident,NYC86LA166,01/07/1986,"LINCOLN, RI",United States,,,SFZ,NORTH CENTRAL STATE,Non-Fatal,Substantial,,N2428P,Piper,PA-38-112,No,1,Reciprocating,,,Personal,,0,0,0,2,VMC,Landing,Probable Cause,
20001213X34213,Accident,LAX86LA276,01/07/1986,"COMPTON, CA",United States,,,CPM,COMPTON,Non-Fatal,Substantial,,N4153T,Cessna,320D,No,2,Reciprocating,,,Business,,0,0,0,1,VMC,Go-around,Probable Cause,
20001213X34264,Accident,MKC86LA136,01/07/1986,"LINCOLN, NE",United States,,,LNK,LINCOLN,Non-Fatal,Substantial,,N243DH,Fairchild,SA-227,No,2,Turbo Prop,,NSCH,Unknown,Dhl Air Inc.,0,0,0,2,VMC,Landing,Probable Cause,
20001213X34267,Accident,MKC86LA140,02/07/1986,"OXFORD, IA",United States,,,PVT,GREEN CASTLE,Non-Fatal,Substantial,,N64998,Cessna,152,No,1,Reciprocating,,,Instructional,,0,0,0,1,VMC,Landing,Probable Cause,
20001213X34266,Accident,MKC86LA138,02/07/1986,"LAKE CITY, AR",United States,,,,LAKE CITY,Non-Fatal,Substantial,,N78MH,Air Tractor,AT301,No,1,Reciprocating,,UNK,Aerial Application,,0,0,0,1,VMC,Takeoff,Probable Cause,
20001213X34265,Accident,MKC86LA137,02/07/1986,"WYNNE, AR",United States,,,,,Non-Fatal,Substantial,,N4685B,Wsk Pzl Mielec,PZL-M-18,No,1,Reciprocating,,UNK,Aerial Application,,0,0,0,1,VMC,Takeoff,Probable Cause,
20001213X34245,Accident,MIA86LA197,02/07/1986,"CEDAR KEY, FL",United States,,,CDK,GEORGE T. LEWIS,Non-Fatal,Substantial,,N2228R,Cessna,T210H,No,1,Reciprocating,,,Personal,,0,0,0,1,VMC,Landing,Probable Cause,
20001213X34218,Accident,LAX86LA284,02/07/1986,"LOS ANGELES, CA",United States,,,LAX,LOS ANGELES INTL,Non-Fatal,Substantial,,N54203,Cessna,172P,No,1,Reciprocating,,,Personal,,0,0,1,1,VMC,Taxi,Probable Cause,10/03/1988
20001213X34214,Accident,LAX86LA277,02/07/1986,"GARBERVILLE, CA",United States,,,,GARBERVILLE,Non-Fatal,Substantial,,N26186,Hiller,UH-12C,No,1,Reciprocating,,,Instructional,,0,0,0,1,VMC,Cruise,Probable Cause,
20001213X34144,Accident,DEN86LA183,02/07/1986,"BYNUM, MT",United States,,,,,Non-Fatal,Substantial,,N7099Z,Piper,PA-25-235,No,1,Reciprocating,,UNK,Aerial Application,,0,0,0,1,VMC,Takeoff,Probable Cause,
